Star,67,Gliese 229 B,-11.77243772,-13.35900956,-5.936824501,0.03,,,T6 V,,18.76963802
Star,68,Ross 47,-18.23806348,-4.448714107,-3.044534527,0.18,,,M4 V,,19.0180758
Star,69,Gliese 693,16.77094588,-7.712254692,-4.757814713,0.26,,,M3 V,,19.06253653
Multiple,70,Wolf 1055,14.49475135,12.35653123,-1.092707608,,,,,,19.07814694
Star,70,Wolf 1055 A,14.49475135,12.35653123,-1.092707608,0.5,,,M2.5 V,,19.07814694
Star,70,van Biesbroeck 10,14.49677938,12.35357203,-1.099243485,0.07,,,M8 V,,19.07814694
Multiple,71,Gliese 570,14.94432913,-5.964541994,10.3208049,,,,,,19.11616458
Star,71,Gliese 570 A,14.94432913,-5.964541994,10.3208049,0.78,,,K4 V,,19.11616458
Star,71,Gliese 570 B,14.94289509,-5.964884735,10.322683,0.55,,,M1.5 V,,19.11616457
Star,71,Gliese 570 C,14.94289509,-5.964884735,10.322683,0.36,,,M V,,19.11616457
Star,71,Gliese 570 D,14.9307813,-5.963984255,10.34071611,0.03,,,T7 V,,19.11616458
Star,72,Gliese 754,17.47013503,-2.343251001,-7.811690209,0.16,,,M4 V,,19.28001419
Star,73,Gliese 588,16.81087677,-8.686109664,4.066684082,0.46,,,M2.5 V,,19.35437931
Multiple,74,Gliese 1005,0.48955604,4.5950293,-18.81475345,,,,,,19.37392337
Star,74,Gliese 1005 A,0.48955604,4.5950293,-18.81475345,0.18,,,M3.5 V,,19.37392337
Star,74,Gliese 1005 B,0.48955604,4.5950293,-18.81475345,0.11,,,M V,,19.37392337
Multiple,75,Eta Cassiopei,-10.41061428,16.26607996,-1.708312166,,,,,,19.38774297
Star,75,Eta Cassiopei A,-10.41061428,16.26607996,-1.708312166,1.11,,,G3 V,,19.38774297
Star,75,Eta Cassiopei B,-10.41061428,16.26607996,-1.708312166,0.6,,,K7 V,,19.38774297
Multiple,76,36 Ophiuchi,19.25212183,-0.578465695,2.323316424,,,,,,19.40042826
Star,76,36 Ophiuchi A,19.25212183,-0.578465695,2.323316424,0.85,,,K1.5 V,,19.40042826
Star,76,36 Ophiuchi B,19.25212183,-0.578465695,2.323316424,0.85,,,K V,,19.40042826
Star,76,36 Ophiuchi C,19.25877857,-0.525010825,2.280444841,0.71,,,K5 V,,19.40042827
Star,77,Gliese 908,-0.659233846,10.58618613,-16.25800843,0.51,,,M1 V,,19.41197476
Star,78,Ross 882,-15.3772083,-11.11327726,4.540045296,0.2,,,M4 V,,19.5083438
Multiple,79,Gliese 783,16.75860026,1.534957621,-10.0815782,,,,,,19.61746662
Star,79,Gliese 783 A,16.75860026,1.534957621,-10.0815782,0.82,,,K2.5 V,,19.61746662
Star,79,Gliese 783 B,16.75860026,1.534957621,-10.0815782,0.19,,,M4 V,,19.61746662
Star,80,82 Eridani,-3.62740933,-10.38505706,-16.35606844,0.97,,,G8 V,,19.71112588
White Dwarf,81,Gliese 1221,-3.37475211,16.69226286,10.10689149,0.5,,,DXP9,,19.80327869
Multiple,82,Gliese 338,-14.14420369,3.807022694,13.5010527,,,,,,19.92060099
Star,82,Gliese 338 A,-14.14420369,3.807022694,13.5010527,0.6,,,M0 V,,19.92060099
Star,82,Gliese 338 B,-14.14306289,3.80693941,13.50227122,0.6,,,K7 V,,19.92060099
Star,83,Delta Pavonis,14.53100944,-8.468290559,-10.68012775,1.1,,,G8 IV,,19.92303464
Multiple,84,QY Aurigae,-18.76409082,0.342516517,6.795413247,,,,,,19.95961079
Star,84,QY Aurigae A,-18.76409082,0.342516517,6.795413247,0.17,,,M4.5 V,,19.95961079
Star,84,QY Aurigae B,-18.76409082,0.342516517,6.795413247,0.16,,,M V,,19.95961079
Star,85,2MASS 0937+293,-12.82456787,-4.129335231,14.74455847,0.03,,,T6 V,,19.97305572
Star,86,Gliese 784,16.88850017,-1.534936327,-11.00209723,0.58,,,M0 V,,20.21444065
Star,87,HN Librae,13.76167292,-5.443020259,13.87501188,0.2,,,M4 V,,20.28610524
Multiple,88,EQ Pegasi,-2.359371533,15.64524777,-12.8775711,,,,,,20.40030022
Star,88,EQ Pegasi A,-2.359371533,15.64524777,-12.8775711,0.33,,,M3.5 V,,20.40030022
Star,88,EQ Pegasi B,-2.359371533,15.64524777,-12.8775711,0.16,,,M4.5 V,,20.40030022
Star,89,Wolf 562,15.74467471,-1.633286165,13.29110552,0.3,,,M3 V,,20.66920152
Star,90,LHS 2090,-14.89090472,-7.038614176,12.68917854,0.09,,,M6 V,,20.79173838
Star,91,LHS 337,9.532825928,-16.36844311,8.601868941,0.15,,,M4 V,,20.80367394
Multiple,92,Gliese 661,5.404107749,15.99939369,12.25392839,,,,,,20.86489252
Star,92,Gliese 661 A,5.404107749,15.99939369,12.25392839,0.39,,,M3 V,,20.86489252
Star,92,Gliese 661 B,5.404107749,15.99939369,12.25392839,0.33,,,M V,,20.86489252
White Dwarf,93,WD 0552-041,-17.49183827,-10.18892309,-5.20316825,0.5,,,DZ9,,20.90099327
Star,94,G 180-060,6.497896178,13.78303812,14.31561396,0.1,,,M5 V,,20.90769231
Multiple,95a,Wolf 630,19.26778534,3.76086751,7.591254795,,,,,,21.04801239
Star,95a,Wolf 630 A,19.26778534,3.76086751,7.591254795,0.42,,,M2.5 V,,21.04801239
Star,95a,Wolf 630 B,19.26778534,3.76086751,7.591254795,0.33,,,M V,,21.04801239
Star,95a,Wolf 630 C,19.26778534,3.76086751,7.591254795,0.27,,,M V,,21.04801239
Multiple,95b,Wolf 629,19.26493797,3.761590921,7.598119797,,,,,,21.04801239
Star,95b,Wolf 629 A,19.26493797,3.761590921,7.598119797,0.18,,,M3 V,,21.04801239
Star,95b,van Biesbroeck 8,19.27735467,3.750546511,7.572042216,0.08,,,M7 V,,21.04801239
Star,96,Gliese 625,1.847599924,15.52120955,14.4668582,0.37,,,M1.5 V,,21.29815855
Star,97,Gliese 1128,6.187274985,-19.90801418,-4.419705928,0.15,,,M4 V,,21.31068279
Star,98,GL Virginis,0.667425644,-6.460725958,20.31871709,0.12,,,M4.5 V,,21.33158928
Star,99,Gliese 892,-7.251844276,20.03464416,-1.190724212,0.81,,,K3 V,,21.33996336
Star,100,LHS 3003,17.10102417,-8.3816624,9.735995764,0.08,,,M7 V,,21.38894354
Star,101,Ross 104,-7.579513293,-5.592487933,19.70768007,0.39,,,M2.5 V,,21.8430217
Multiple,102,Ross 775,6.998558072,18.78266247,-8.794124507,,,,,,21.88846387
Star,102,Ross 775 A,6.998558072,18.78266247,-8.794124507,0.26,,,M3 V,,21.88846387
Star,102,Ross 775 B,6.998558072,18.78266247,-8.794124507,0.26,,,M V,,21.88846387
Multiple,103,G 041-014,-14.28668156,-12.07010887,11.75196372,,,,,,22.08858188
Star,103,G 041-014 A,-14.28668156,-12.07010887,11.75196372,0.18,,,M3.5 V,,22.08858188
Star,103,G 041-014 B,-14.28668156,-12.07010887,11.75196372,0.17,,,M V,,22.08858188
Star,103,G 041-014 C,-14.28668156,-12.07010887,11.75196372,0.17,,,M V,,22.08858188
Multiple,104,Xi Bootis,9.746413095,4.154399616,19.39714294,,,,,,22.10205327
Star,104,Xi Bootis A,9.746413095,4.154399616,19.39714294,0.94,,,G7 V,,22.10205327
Star,104,Xi Bootis B,9.746413095,4.154399616,19.39714294,0.67,,,K4 V,,22.10205327
Star,105,EE Leonis,-5.82914339,-11.32962385,18.13709007,0.2,,,M4 V,,22.16513761
Star,106,Ross 671,0.897748866,17.49069908,-13.77726155,0.55,,,M1.5 V,,22.28325477
Star,107,Ross 619,-17.12876569,-11.60803432,8.299255575,0.15,,,M4 V,,22.29391661
Multiple,108,LP 771-095,-11.23521036,-4.197636003,-19.24912709,,,,,,22.6799249
Star,108,LP 771-095 A,-11.23521036,-4.197636003,-19.24912709,0.25,,,M2.5 V,,22.6799249
Star,108,LP 771-095 B,-11.23520648,-4.196817861,-19.24930775,0.19,,,M3.5 V,,22.6799249
Star,108,LP 771-095 C,-11.23520648,-4.196817861,-19.24930775,0.16,,,M V,,22.6799249
Star,109,Gliese 667 A,22.0630227,-3.16275762,0.553771872,0.73,,,K3.5 V,,22.29544056
Star,109,Gliese 667 B,22.0630227,-3.16275762,0.553771872,0.65,,,K5 V,,22.29544056
Star,109,Gliese 667 C,22.0630227,-3.16275762,0.553771872,0.38,,,M2 V,,22.29544056
